,Single-ended 12 Ave. (V),Differential 13 - 14 Last (V),Differential 13 - 14 Ave. (V),Differential 13 - 14 Min. (V),Differential 13 - 14 Max. (V),Differential 15 - 16 Last (V),Differential 15 - 16 Ave. (V),Differential 15 - 16 Min. (V),Differential 15 - 16 Max. (V)
00:02:51,22.249547952155623,31.09910447726562,31.09910447726562,31.09910447726562,31.09910447726562,31.46255145268274,31.46255145268274,31.46255145268274,31.46255145268274
00:02:52,22.21159986856605,31.183084663242283,31.183084663242283,31.183084663242283,31.183084663242283,31.522251569568724,31.522251569568724,31.522251569568724,31.522251569568724
00:02:53,22.2210868377803,31.16814955431608,31.16814955431608,31.16814955431608,31.16814955431608,31.701036083690425,31.701036083690425,31.701036083690425,31.701036083690425
00:02:54,22.240060879574706,31.356361862314706,31.356361862314706,31.356361862314706,31.356361862314706,31.79223436482122,31.79223436482122,31.79223436482122,31.79223436482122
00:02:55,22.21159986856605,31.49803322830481,31.49803322830481,31.49803322830481,31.49803322830481,31.812777416440454,31.812777416440454,31.812777416440454,31.812777416440454
00:02:56,22.2210868377803,31.483107819716786,31.483107819716786,31.483107819716786,31.483107819716786,31.967260041690803,31.967260041690803,31.967260041690803,31.967260041690803
00:02:57,22.230573841449726,31.58926923457766,31.58926923457766,31.58926923457766,31.58926923457766,32.04912478308368,32.04912478308368,32.04912478308368,32.04912478308368
00:02:58,22.21159986856605,31.667536233445222,31.667536233445222,31.667536233445222,31.667536233445222,32.07894014534145,32.07894014534145,32.07894014534145,32.07894014534145
00:02:59,22.183139167652012,31.71229535713712,31.71229535713712,31.71229535713712,31.71229535713712,32.19621923338617,32.19621923338617,32.19621923338617,32.19621923338617
00:03:00,22.21159986856605,31.764368517076164,31.764368517076164,31.764368517076164,31.764368517076164,32.224058388072635,32.224058388072635,32.224058388072635,32.224058388072635
00:03:01,22.20211293380697,31.82769290443249,31.82769290443249,31.82769290443249,31.82769290443249,32.311501913896485,32.311501913896485,32.311501913896485,32.311501913896485
00:03:02,22.173652336255753,31.945033293343204,31.945033293343204,31.945033293343204,31.945033293343204,32.30784760875338,32.30784760875338,32.30784760875338,32.30784760875338
00:03:03,22.164165539313124,31.935749068041545,31.935749068041545,31.935749068041545,31.935749068041545,32.44362303361291,32.44362303361291,32.44362303361291,32.44362303361291
